id,title,category,source,url,asking_price_aud,revenue_aud,ebitda_aud,location,lat,lon,ownership,days_on_market,date_listed,notes,contact,score,features
CRE Brokers-8443002,Categories,Caravan Park/Campground,CRE Brokers,https://www.crebrokers.com/search?order=asc&page=1&sorting=date&type=list&order=desc,575000.0,,,AU,,,Mixed,0,2025-11-06,"Freehold Investment - $575,000. CRE Brokers are delighted to present to the market the Oaklands Hotel, a classic freehold hotel opportunity in the heart of ...",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-4885813,Hotel Accommodation - Properties,Hotel/Pub,HTL Property,https://htlproperty.com.au/property-type/hotel-accommodation/,,,,AU,,,Mixed,0,2025-11-06,Hotel Accommodation. Scroll. Home Assets For Sale Hotel Accommodation. Filter ... Queensland New South Wales South Australia Victoria Western Australia,,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-3430420,HTL Property - Hotels Tourism Leisure,Hotel/Pub,HTL Property,https://htlproperty.com.au/,3.0,,,AU,,,Mixed,0,2025-11-06,"Assets For Sale. Pubs & Taverns · Hotel Accommodation. Recent Sales. Pubs & Taverns · Hotel Accommodation. Contact. Head Office Level 3, 319 George Street,",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-7494098,Coolangatta Sands Hotel,Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/coolangatta-sands-hotel/,,,,AU,,,Mixed,0,2025-11-06,"Extremely rare South-East Queensland Freehold Going Concern Hotel incorporating multiple bars, bistro, gaming, retail and accommodation ... For Sale by Expression ...",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-7020154,Gracemere Hotel,Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/gracemere-hotel/,40.0,,,AU,,,Mixed,0,2025-11-06,Exceptional Coastal Queensland Freehold Going Concern Hotel ... Director. 0402 623 298 glenn.price@htlproperty.com Contact Glenn. HTL Logo. Assets For Sale.,,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-8994980,Madison Plaza Hotel Townsville,Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/madison-plaza-hotel-townsville/,3.0,,,AU,,,Mixed,0,2025-11-06,"Assets For Sale. Pubs & Taverns · Hotel Accommodation. Recent Sales. Pubs & Taverns · Hotel Accommodation. Contact. Head Office Level 3, 319 George Street,",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-8938729,"Harrigan's, Calypso Bay",Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/harrigans-calypso-bay/,40.0,,,AU,,,Mixed,0,2025-11-06,Extremely rare South East Queensland ... 0402 915 824 xavier.plunkett@htlproperty.com Contact Xavier. HTL Logo. Assets For Sale. Pubs & Taverns · Hotel ...,,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-8347745,Beachmere Hotel,Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/beachmere-hotel/,3.0,,,AU,,,Mixed,0,2025-11-06,"Assets For Sale. Pubs & Taverns · Hotel Accommodation. Recent Sales. Pubs & Taverns · Hotel Accommodation. Contact. Head Office Level 3, 319 George Street,",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-5561928,Gambaro Hotel,Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/gambaro-hotel/,3.0,,,AU,,,Mixed,0,2025-11-06,"Assets For Sale. Pubs & Taverns · Hotel Accommodation. Recent Sales. Pubs & Taverns · Hotel Accommodation. Contact. Head Office Level 3, 319 George Street,",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-2769980,Grantham Farmworkers Lodge For Sale by HTL,Hotel/Pub,HTL Property,https://htlproperty.com.au/press/grantham-farmworkers-lodge-for-sale-by-htl/,,,,AU,,,Mixed,0,2025-11-06,"Grantham Farmworkers Lodge For Sale by HTL ... On behalf of the Katarzyna Group, HTL Property has been exclusively appointed to sell Grantham Farmworkers Lodge ...",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
HTL Property-7391361,Silver Shores Village - Properties,Hotel/Pub,HTL Property,https://htlproperty.com.au/properties/silver-shores-village/,3.0,,,AU,,,Mixed,0,2025-11-06,"Assets For Sale. Pubs & Taverns · Hotel Accommodation. Recent Sales. Pubs & Taverns · Hotel Accommodation. Contact. Head Office Level 3, 319 George Street,",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-1939018,"Meadowbrook Hotel, 7 Logandowns Drive",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/meadowbrook/7-logandowns-drive-64354,20.0,,,AU,,,Mixed,0,2025-11-06,"Description. Revitalised Top 20 QLD Gaming Hotel ... To obtain a copy of the Information Memorandum, please contact the exclusive agents. For Sale ...",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-109999,"Sunshine Tower Hotel, 136 Sheridan Street",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/cairns-city/136-sheridan-street-44336,136.0,,,AU,,,Mixed,0,2025-11-06,"Strong trading freehold going concern hotel with huge upside. Sunshine Tower Hotel, for sale by JLL Hotels & Hospitality, is being offered in-one-line.",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-6542333,74 The Strand - Hotel For Sale,Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/townsville/74-the-strand-65474,74.0,,,AU,,,Mixed,0,2025-11-06,"View listing details, photos, or contact a broker about the hotel available for sale at 74 The Strand.",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-1751050,"Granite Belt Retreat & Brewery, 146 Glenlyon Drive",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/stanthorpe/146-glenlyon-drive-59763,46.0,,,AU,,,Mixed,0,2025-11-06,"JLL Hotels & Hospitality Group is proud to offer for sale the ... FRISCO HOTEL. 46 Dowling Street. Woolloomooloo, New South Wales, 2011.",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-8994615,"Bellevue Hotel, 17 Allen Street | JLL Properties - AU",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/south-townsville/17-allen-street-44300,17.0,,,AU,,,Mixed,0,2025-11-06,"Bellevue Hotel. 17 Allen Street. South Townsville, Queensland, 4810 ... *Approx. FOR SALE BY PRIVATE TREATY. Building Information. Last updated. 13 Mar 2023 ...",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-7890349,"The Osbourne Hotel, 766 Ann Street - FORTITUDE VALLEY",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/fortitude-valley/766-ann-street-25879,766.0,,,AU,,,Mixed,0,2025-11-06,"The Osbourne Hotel. 766 Ann Street. Fortitude Valley, Queensland, 4006. Please contact us for price.",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-4236616,"Eco Village Mission Beach, Clump Point Lookout",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/mission-beach/clump-point-lookout-43264,,,,AU,,,Mixed,0,2025-11-06,JLL Hotels & Hospitality have been exclusively appointed to offer for sale Eco Village Mission Beach. This boutique resort is situated in a tropical world ...,,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-9286786,Dunk Island | JLL Properties - AU,Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/great-barrier-reef/dunk-island-20380,29.0,,,AU,,,Mixed,0,2025-11-06,"For Sale by Expressions of Interest Closing Friday 29 January 2021 ... FRISCO HOTEL. 46 Dowling Street. Woolloomooloo, New South Wales, 2011.",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-4598143,"Edwardes Lake Hotel, 257 Edwardes Street",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/reservoir/257-edwardes-street-31627,257.0,,,AU,,,Mixed,0,2025-11-06,"JLL Hotels & Hospitality, together with Cropley Commercial, are pleased to present for sale the Freehold Interest in Edwardes Lake Hotel, ...",,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
JLL Hotels-4575754,"Byron Bay Holiday Village, 116 - 118 Jonson Street",Hotel/Pub,JLL Hotels,https://property.jll.com.au/hotel-sale/byron-bay/116-118-jonson-street-18758,116.0,,,AU,,,Mixed,0,2025-11-06,JLL is delighted to exclusively present for sale the Byron Bay ... hotel (STCA) • Significant development upside underpinned by ...,,0.345,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 1, 'proximity': 0.5}"
Seek Business-74982,31 Pubs Bars businesses for sale in Queensland,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars/in-queensland,31.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 31 Pubs Bars businesses and franchises for sale in Queensland, within a radius of 5km on SEEK Business and turn your dreams ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-6128558,"13 Pubs, Bars & Clubs businesses for sale in Brisbane",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-brisbane-qld,13.0,,,AU,,,Unknown,0,2025-11-06,"13 businesses for sale ; Restaurant & Wine Bar - $1.2M Turnover Brisbane · $450,000 + SAV ; Brisbane Craft Brewery For Sale ·, Brisbane City, QLD 4000. $1,300,000 ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-7537689,"9 Pubs, Bars & Clubs businesses for sale in Gold Coast",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-gold-coast-qld,9.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 9 Pubs, Bars & Clubs businesses and franchises for sale in Gold Coast, within a radius of 5km on SEEK Business and turn your ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-4642810,"7 Pubs, Bars & Clubs businesses for sale in Regional QLD",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-regional-qld,7.0,,,AU,,,Unknown,0,2025-11-06,"7 businesses for sale ; OBJ's Sports Bar - Townsville. Beyond 2000 Business Sales ·, Townsville, QLD 4810 ; REDUCED! Freehold Tavern, Hotel, Bar, Accom | ID: 1072.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-862080,"Pubs, Bars & Clubs Businesses and Franchises for sale in ...",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-south-brisbane-qld-4101,10.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 10 Pubs, Bars & Clubs businesses and franchises for sale in South Brisbane, QLD 4101, within a radius of 5km on SEEK Business ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-300514,"Pubs, Bars & Clubs Businesses and Franchises for sale in ...",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-atherton-qld-4883-or-regional-qld,6.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 6 Pubs, Bars & Clubs businesses and franchises for sale in Atherton, QLD 4883 and Regional QLD, within a radius of 5km on ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-1987113,"Pubs, Bars & Clubs Businesses and Franchises for sale in ...",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-townsville-qld-4810,2.0,,,AU,,,Unknown,0,2025-11-06,"2 Pubs, Bars & Clubs businesses for sale in Townsville, QLD 4810. Sorted by. Business name, Date, Investment, Most popular, Closest location. Closest location.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-7421680,"Pubs, Bars & Clubs Businesses and Franchises for sale",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs,233.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 233 Pubs, Bars & Clubs businesses and franchises for sale on SEEK Business and turn your dreams into reality.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-4051859,"Pubs, Bars & Clubs Businesses and Franchises for sale in ...",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-pubs-bars-and-clubs/in-bundaberg-qld-4670,,,,AU,,,Unknown,0,2025-11-06,Here is your opportunity to monopolise the boutique bar scene in Bundaberg. The Library Bar in Bundaberg Central and Tipsea in Bargara are for sale in one ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-4748322,21 Pubs Bars businesses for sale in Queensland,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/between-400000-2000000plus/within-pubs-bars/in-queensland,21.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 21 Pubs Bars businesses and franchises for sale in Queensland, within a radius of 5km on SEEK Business and turn your dreams ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-3928497,Caravan Park Businesses and Franchises for sale,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park,24.0,,,AU,,,Unknown,0,2025-11-06,Want to be your own boss? View 24 Caravan Park businesses and franchises for sale on SEEK Business and turn your dreams into reality.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-3775951,6 Camping businesses for sale in Regional QLD,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-camping/in-regional-qld,6.0,,,AU,,,Unknown,0,2025-11-06,"6 businesses for sale ; MURPHYS CREEK CARAVAN PARK ON PRIME REAL ESTATE!HUGE PRICE REDUCTION! @Realty ·, Upper Lockyer, QLD 4352 ; 30 Year Lease - Immaculate ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-4289258,Caravan Park Businesses and Franchises for sale in ...,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park/in-regional-qld-or-tiaro-qld-4650,3.0,,,AU,,,Unknown,0,2025-11-06,"3 businesses for sale ; MURPHYS CREEK CARAVAN PARK ON PRIME REAL ESTATE!HUGE PRICE REDUCTION! @Realty · Upper Lockyer, QLD 4352 ; Coastal Caravan Park - island ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-5934005,Caravan Park Businesses and Franchises for sale in ...,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park/in-nanango-qld-4615,260.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 260 Caravan Park businesses and franchises for sale in Nanango, QLD 4615, within a radius of 5km on SEEK Business and turn ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-8388477,4 Caravan Park businesses for sale in Queensland,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park/in-queensland,4.0,,,AU,,,Unknown,0,2025-11-06,4 businesses for sale ; MURPHYS CREEK CARAVAN PARK ON PRIME REAL ESTATE!HUGE PRICE REDUCTION! @Realty. Regional QLD ; Coastal Caravan Park - island views and is ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
